,FIPS,Census Tract,Pop Density,Income,Age,Household Size,Total Pop,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev,label
281,36005039100,39100.0,89046.85,31238.0,29.3,2.92,7073.0,13.1,34.0,34.0,3.0
282,36005039200,39200.0,52670.51,40054.0,35.2,3.21,1955.0,13.1,31.6,34.8,3.0
283,36005039300,39300.0,134511.9,21587.0,27.1,2.91,9438.0,16.4,37.0,36.8,1.0
284,36005039400,39400.0,88247.22,34517.0,33.0,2.92,4948.0,16.5,36.1,36.1,3.0
285,36005039500,39500.0,26475.44,24328.0,28.8,2.72,4185.0,14.4,34.2,34.2,3.0
286,36005039600,39600.0,52269.66,38136.0,30.5,3.3,4505.0,15.6,34.0,36.1,3.0
287,36005039700,39700.0,19962.93,21549.0,20.0,2.37,3994.0,5.8,22.3,21.1,3.0
288,36005039800,39800.0,38544.5,61484.0,38.2,2.98,3004.0,12.5,30.9,32.1,3.0
289,36005039901,39901.0,94545.3,25903.0,32.6,3.31,5536.0,14.7,35.4,34.1,3.0
290,36005039902,39902.0,118299.9,33229.0,31.4,3.15,5545.0,14.4,34.7,34.4,6.0
291,36005040100,40100.0,70695.86,29394.0,32.7,3.07,4652.0,13.9,34.4,33.6,6.0
292,36005040302,40302.0,176188.3,27156.0,32.0,2.94,4265.0,14.0,34.8,33.5,3.0
293,36005040303,40303.0,147145.6,40838.0,30.4,3.15,4974.0,13.5,34.3,32.7,3.0
294,36005040304,40304.0,151619.4,30923.0,24.4,3.25,3943.0,13.5,34.5,31.9,3.0
295,36005040400,40400.0,37763.06,45381.0,34.3,2.94,3139.0,13.8,32.6,33.3,3.0
296,36005040501,40501.0,146847.3,35436.0,28.1,3.46,4698.0,12.8,32.9,33.0,3.0
297,36005040502,40502.0,121707.4,23142.0,30.6,2.87,6636.0,13.7,33.8,33.8,3.0
298,36005040600,40600.0,41669.06,48194.0,36.7,3.11,3593.0,13.8,32.4,34.6,3.0
299,36005040701,40701.0,139646.0,36607.0,34.4,2.54,3140.0,13.3,34.1,33.4,6.0
300,36005040702,40702.0,97008.67,29946.0,31.0,2.56,6823.0,13.2,34.4,31.7,6.0
301,36005040800,40800.0,99828.59,33875.0,29.3,3.11,4780.0,12.7,31.6,33.6,3.0
302,36005040900,40900.0,9878.025,46447.0,45.6,2.25,3138.0,13.5,35.3,30.4,6.0
303,36005041100,41100.0,67256.93,40238.0,30.9,2.72,3158.0,10.4,31.6,28.4,6.0
304,36005041300,41300.0,110990.1,41750.0,33.0,2.54,7429.0,10.8,32.1,29.0,6.0
305,36005041400,41400.0,23652.41,53809.0,43.9,2.92,4776.0,11.4,31.2,29.8,3.0
306,36005041500,41500.0,114974.6,49741.0,30.9,2.63,6031.0,11.1,32.1,29.2,6.0
307,36005041800,41800.0,41440.43,37991.0,33.8,3.32,4302.0,13.4,33.0,33.5,3.0
308,36005041900,41900.0,56964.38,37355.0,34.0,2.81,7168.0,11.3,32.5,29.0,6.0
309,36005042000,42000.0,62625.61,38375.0,34.6,2.47,3639.0,14.7,34.7,33.8,3.0
310,36005042100,42100.0,58787.41,31265.0,31.3,2.6,5576.0,12.1,33.1,29.2,3.0
311,36005042200,42200.0,50215.46,50302.0,42.0,3.22,3387.0,15.0,34.3,35.2,3.0
312,36005042300,42300.0,62949.1,33194.0,30.7,3.06,4384.0,11.3,32.3,29.8,6.0
313,36005042400,42400.0,39644.11,62667.0,41.2,3.02,2680.0,16.0,36.1,32.9,3.0
314,36005042500,42500.0,57244.22,29368.0,26.9,2.99,6494.0,11.7,32.8,30.3,3.0
315,36005042600,42600.0,35172.57,57153.0,40.8,3.43,6893.0,14.2,33.1,33.0,3.0
316,36005042800,42800.0,30553.47,66196.0,44.9,2.94,1996.0,12.8,32.3,31.3,3.0
317,36005042901,42901.0,105214.5,41394.0,33.0,3.3,4154.0,11.7,32.6,30.2,4.0
318,36005042902,42902.0,124438.6,27159.0,32.2,2.72,4544.0,12.7,33.4,32.4,4.0
319,36005043000,43000.0,47788.96,69643.0,36.3,3.62,3804.0,14.0,33.8,32.2,3.0
320,36005043100,43100.0,124878.3,28646.0,35.4,2.8,10346.0,14.1,35.1,31.2,6.0
321,36005043400,43400.0,29052.98,41850.0,33.6,3.13,3937.0,13.2,33.3,32.1,3.0
323,36005043600,43600.0,36492.39,59648.0,40.5,3.05,2179.0,12.5,32.4,30.7,3.0
324,36005044200,44200.0,38298.0,38333.0,33.9,2.88,3533.0,14.6,33.7,34.5,3.0
325,36005044400,44400.0,26448.65,60571.0,40.5,2.97,3728.0,13.8,33.7,32.1,3.0
326,36005044800,44800.0,31648.92,82321.0,42.1,3.15,2054.0,12.3,31.7,30.2,3.0
327,36005044901,44901.0,23748.59,69231.0,40.1,2.1,1450.0,8.5,34.4,23.3,3.0
328,36005044902,44902.0,32957.89,66125.0,37.4,2.37,1994.0,7.1,31.8,21.7,3.0
329,36005045101,45101.0,22779.73,65781.0,36.9,2.09,1548.0,6.9,31.5,20.6,3.0
330,36005045102,45102.0,23511.17,84018.0,40.7,2.15,1870.0,7.9,33.4,22.0,3.0
331,36005045600,45600.0,9364.903,74761.0,44.1,3.12,2988.0,11.4,32.4,29.1,3.0
332,36005045800,45800.0,56309.73,19768.0,27.0,2.63,5211.0,17.2,36.4,37.9,3.0
333,36005046000,46000.0,25988.52,31766.0,35.5,2.7,2888.0,17.4,36.8,36.5,3.0
334,36005046201,46201.0,36292.09,45770.0,48.5,2.21,29256.0,16.2,37.9,31.4,3.0
335,36005046202,46202.0,25940.57,35733.0,35.7,3.39,9410.0,15.9,35.4,33.8,3.0
336,36005048400,48400.0,15060.51,68750.0,39.0,3.37,4054.0,12.9,32.3,32.0,3.0
338,36005051600,51600.0,6806.739,80396.0,48.3,2.26,4034.0,8.7,35.8,21.8,3.0
339,36047000100,100.0,52644.01,87192.0,46.3,1.7,4224.0,8.0,34.5,18.7,2.0
340,36047000200,200.0,15319.45,48393.0,31.1,3.87,1638.0,12.5,35.0,29.3,6.0
341,36047000301,301.0,54712.16,112361.0,41.1,1.93,4246.0,7.1,33.5,18.7,2.0
342,36047000501,501.0,145300.9,124205.0,31.8,1.93,4697.0,5.3,28.1,15.4,1.0
343,36047000502,502.0,70048.13,100805.0,37.0,1.65,2618.0,5.4,29.6,16.1,5.0
344,36047000700,700.0,60216.61,133472.0,36.5,2.17,4110.0,4.4,26.7,15.6,5.0
345,36047000900,900.0,67257.4,124719.0,33.4,1.93,4245.0,3.8,23.6,14.7,5.0
346,36047001100,1100.0,17276.12,114844.0,31.1,1.84,1124.0,5.9,25.5,17.0,5.0
347,36047001300,1300.0,22660.38,105938.0,36.9,1.89,2565.0,8.9,33.7,21.9,5.0
348,36047001500,1500.0,53999.11,94946.0,31.9,2.22,6390.0,7.7,27.5,22.4,5.0
350,36047002000,2000.0,21255.85,61635.0,31.5,3.48,1265.0,10.5,32.4,26.2,6.0
351,36047002100,2100.0,22694.63,211071.0,34.5,2.37,4628.0,3.7,23.6,16.8,5.0
352,36047002200,2200.0,37900.11,42083.0,38.7,2.87,4976.0,13.5,38.6,25.0,6.0
353,36047002300,2300.0,62385.2,18125.0,31.3,2.76,4389.0,18.7,40.2,32.6,5.0
354,36047002901,2901.0,96572.53,21226.0,31.5,2.72,4074.0,18.4,39.4,33.8,1.0
355,36047003000,3000.0,42121.27,75208.0,33.6,2.6,1792.0,7.6,33.6,18.2,1.0
356,36047003100,3100.0,25973.77,76420.0,41.2,1.89,2879.0,9.5,32.2,17.6,5.0
357,36047003300,3300.0,49901.28,115509.0,33.8,1.99,3171.0,5.5,25.0,19.2,5.0
358,36047003400,3400.0,15347.91,69042.0,49.2,2.21,2829.0,8.9,36.0,19.4,3.0
359,36047003500,3500.0,30937.26,61450.0,38.2,1.94,1589.0,6.9,27.2,20.6,5.0
360,36047003600,3600.0,89756.87,73958.0,37.0,2.43,4342.0,7.2,33.1,17.4,5.0
361,36047003700,3700.0,18891.05,128917.0,31.1,1.8,1214.0,3.8,21.2,15.1,5.0
362,36047003800,3800.0,29642.7,83056.0,47.3,2.35,1459.0,7.5,35.1,17.5,3.0
363,36047003900,3900.0,40568.88,104783.0,34.8,2.01,2458.0,6.4,28.0,19.0,5.0
364,36047004100,4100.0,58396.14,134722.0,38.3,2.27,3653.0,6.4,29.3,18.0,5.0
365,36047004300,4300.0,51055.54,125938.0,35.6,1.98,3260.0,4.9,25.4,17.1,5.0
366,36047004400,4400.0,13922.91,87583.0,45.7,2.38,2255.0,7.5,36.2,16.8,5.0
367,36047004500,4500.0,52623.2,136484.0,34.8,2.07,3465.0,4.6,27.6,15.9,5.0
368,36047004600,4600.0,11987.12,104167.0,44.8,2.67,1338.0,7.2,35.2,16.7,5.0
369,36047004700,4700.0,19537.1,108750.0,36.3,2.54,2142.0,6.2,27.9,19.7,6.0
370,36047004900,4900.0,69017.13,113750.0,36.7,2.17,2599.0,6.3,29.7,16.0,5.0
371,36047005000,5000.0,28317.44,100551.0,41.3,2.33,2449.0,6.5,33.3,16.8,5.0
372,36047005100,5100.0,34383.68,90815.0,38.0,2.17,2392.0,5.2,26.9,17.8,6.0
373,36047005201,5201.0,31445.34,18906.0,60.9,1.61,1623.0,13.8,45.6,18.6,5.0
374,36047005202,5202.0,47884.64,70375.0,43.8,1.73,2464.0,7.4,35.2,18.0,1.0
375,36047005300,5300.0,3800.683,80625.0,34.7,2.46,2424.0,8.0,30.9,23.1,1.0
376,36047005400,5400.0,50550.4,63203.0,45.7,1.96,3160.0,8.2,35.4,19.1,1.0
377,36047005601,5601.0,34494.75,60927.0,46.7,1.63,2310.0,7.8,35.1,18.9,1.0
378,36047005602,5602.0,31105.32,64479.0,37.1,1.93,1622.0,7.7,34.3,19.3,3.0
379,36047005800,5800.0,41613.23,45086.0,39.7,2.14,3106.0,7.8,33.6,20.1,1.0
380,36047005900,5900.0,10175.18,66328.0,34.2,2.25,1397.0,6.6,27.4,21.9,6.0
381,36047006000,6000.0,43223.17,71172.0,35.9,2.64,2541.0,7.2,31.8,19.0,5.0
382,36047006200,6200.0,46541.35,57935.0,37.6,2.51,2916.0,7.4,32.9,19.0,5.0
383,36047006300,6300.0,47749.77,108287.0,37.2,2.23,1885.0,4.8,27.0,17.1,1.0
384,36047006400,6400.0,37923.84,63674.0,47.4,2.21,2975.0,7.7,34.0,19.2,5.0
385,36047006500,6500.0,59707.27,118152.0,38.3,2.34,5763.0,4.8,27.6,17.0,5.0
386,36047006600,6600.0,59434.61,60818.0,39.8,2.44,3528.0,7.7,33.0,20.0,5.0
387,36047006700,6700.0,64144.25,142478.0,36.6,2.49,3867.0,4.5,27.4,15.8,5.0
388,36047006800,6800.0,66051.96,41923.0,33.6,2.6,4731.0,10.3,36.0,22.4,5.0
389,36047006900,6900.0,49418.64,128989.0,34.2,2.1,3417.0,4.4,25.2,16.0,5.0
390,36047007000,7000.0,42877.72,45291.0,40.8,2.5,2470.0,10.9,38.4,20.7,1.0
391,36047007100,7100.0,76417.11,31061.0,36.8,2.82,4943.0,13.5,36.2,27.8,5.0
392,36047007200,7200.0,88156.58,36378.0,29.8,3.52,2127.0,13.0,37.3,24.9,1.0
393,36047007400,7400.0,105717.2,40451.0,32.7,4.13,5767.0,12.6,36.4,24.1,6.0
394,36047007500,7500.0,41609.29,136168.0,38.1,2.25,4543.0,4.7,27.2,16.2,5.0
395,36047007600,7600.0,92413.98,33869.0,30.9,3.6,4936.0,13.6,37.4,26.6,1.0
396,36047007700,7700.0,31287.68,130288.0,37.8,2.37,4705.0,5.6,28.9,17.1,5.0
397,36047007800,7800.0,103476.5,45071.0,31.9,3.59,5518.0,12.6,35.8,26.7,6.0
398,36047008000,8000.0,76942.69,57955.0,30.8,3.34,4133.0,11.3,34.5,24.1,6.0
399,36047008200,8200.0,79840.84,40808.0,30.6,3.0,4306.0,12.6,36.0,26.2,6.0
400,36047008400,8400.0,40180.86,45096.0,35.4,3.48,3784.0,11.1,34.1,25.8,1.0
401,36047008500,8500.0,77420.2,14229.0,31.8,2.38,7281.0,18.2,39.9,33.8,6.0
403,36047008800,8800.0,46487.91,54828.0,33.3,2.71,3399.0,9.3,32.7,22.6,1.0
404,36047009000,9000.0,55918.47,38782.0,31.3,3.6,3206.0,12.1,36.5,21.9,1.0
405,36047009200,9200.0,125545.2,41496.0,33.2,3.29,5488.0,12.6,37.1,22.1,6.0
406,36047009400,9400.0,95538.67,42361.0,32.9,3.68,5571.0,12.0,37.8,18.1,6.0
407,36047009600,9600.0,104852.3,36903.0,35.0,3.27,6103.0,12.7,36.5,25.1,6.0
408,36047009800,9800.0,139682.3,38197.0,29.9,4.57,8144.0,14.3,38.6,24.3,6.0
409,36047010000,10000.0,113947.8,34710.0,32.3,3.85,6642.0,15.3,41.1,21.7,6.0
410,36047010100,10100.0,35361.04,58033.0,31.8,2.94,4297.0,9.2,32.0,23.9,5.0
411,36047010200,10200.0,89889.32,48397.0,31.5,3.9,5291.0,12.7,38.5,18.6,6.0
412,36047010400,10400.0,100394.5,38136.0,33.6,3.6,5904.0,13.3,40.0,14.8,1.0
413,36047010600,10600.0,89918.22,35694.0,32.6,3.79,5240.0,14.1,40.7,15.6,1.0
414,36047010800,10800.0,70471.2,32059.0,36.7,3.16,4108.0,12.6,38.6,16.5,6.0
415,36047011000,11000.0,43751.18,53269.0,28.1,4.03,2670.0,11.5,35.7,22.2,0.0
416,36047011200,11200.0,101399.5,28307.0,30.6,3.41,6707.0,12.8,38.7,23.3,0.0
417,36047011400,11400.0,71992.13,44558.0,31.1,3.38,4664.0,13.4,40.3,22.4,0.0
418,36047011600,11600.0,67696.58,32180.0,31.2,3.41,4189.0,14.3,41.3,16.4,0.0
419,36047011700,11700.0,35992.97,79779.0,33.1,2.31,2796.0,6.7,28.1,19.9,5.0
420,36047011800,11800.0,24478.21,28586.0,32.4,3.53,2072.0,13.4,39.6,16.5,1.0
421,36047011900,11900.0,6502.332,75682.0,34.1,2.27,1654.0,5.3,25.9,18.9,5.0
422,36047012000,12000.0,17481.63,50750.0,34.4,3.75,1305.0,14.0,40.8,15.5,1.0
423,36047012100,12100.0,31505.43,96875.0,33.4,2.43,1801.0,5.5,25.8,18.2,5.0
424,36047012200,12200.0,82506.76,37089.0,30.5,3.7,5787.0,14.1,39.4,23.2,1.0
425,36047012600,12600.0,31301.6,41786.0,34.4,3.17,2852.0,10.7,36.6,19.8,5.0
426,36047012700,12700.0,66639.59,54455.0,33.2,2.55,4204.0,10.8,32.4,24.9,5.0
427,36047012801,12801.0,48184.67,50625.0,35.2,2.89,2139.0,11.8,39.2,16.5,1.0
428,36047012901,12901.0,46581.91,92143.0,34.4,2.47,2462.0,5.8,26.2,19.1,5.0
429,36047012902,12902.0,38891.71,105625.0,33.7,2.26,1908.0,5.6,26.5,18.5,5.0
430,36047013000,13000.0,76380.34,54886.0,35.2,2.78,5203.0,9.8,35.8,21.3,5.0
431,36047013100,13100.0,68515.4,125139.0,34.7,2.26,4137.0,5.7,26.3,18.7,5.0
432,36047013200,13200.0,36344.76,55801.0,35.5,3.2,2186.0,9.8,36.7,18.2,1.0
433,36047013300,13300.0,81222.17,134306.0,35.2,2.45,4657.0,4.6,25.8,16.4,5.0
434,36047013400,13400.0,37811.45,70625.0,38.7,2.7,3916.0,8.6,35.1,19.8,5.0
435,36047013500,13500.0,61293.21,112976.0,36.2,2.37,3594.0,4.4,25.1,16.6,5.0
436,36047013600,13600.0,47701.27,65708.0,36.0,2.62,3946.0,7.1,32.4,18.3,5.0
437,36047013700,13700.0,59409.71,102165.0,37.2,2.25,3497.0,6.8,29.8,19.5,5.0
438,36047013800,13800.0,51248.88,53370.0,38.3,2.55,3217.0,9.0,35.8,20.0,5.0
439,36047013900,13900.0,61972.41,108750.0,32.6,2.57,3621.0,6.1,28.6,18.4,5.0
440,36047014000,14000.0,33340.02,61250.0,39.4,2.51,1899.0,9.2,37.5,20.3,1.0
441,36047014100,14100.0,52978.91,86953.0,35.1,2.32,3385.0,4.9,25.6,17.2,5.0
442,36047014200,14200.0,41289.76,61168.0,35.9,2.43,3192.0,8.0,34.2,19.1,1.0
443,36047014300,14300.0,42460.77,93603.0,34.8,2.53,3561.0,6.0,26.8,19.2,5.0
444,36047014500,14500.0,53887.09,68936.0,31.2,2.54,4507.0,6.0,26.5,19.8,1.0
445,36047014700,14700.0,55304.76,81420.0,33.6,2.62,2263.0,5.7,26.4,19.2,5.0
446,36047014800,14800.0,25946.65,56216.0,45.7,2.71,1337.0,9.7,39.3,19.7,3.0
447,36047014900,14900.0,60273.5,103427.0,35.5,2.53,5814.0,4.9,25.9,17.4,5.0
448,36047015000,15000.0,28847.7,70938.0,45.2,2.58,1487.0,8.7,37.9,17.9,1.0
449,36047015100,15100.0,71744.15,124470.0,35.5,2.51,4136.0,5.2,28.2,17.3,5.0
450,36047015200,15200.0,26056.71,87944.0,38.2,2.88,2690.0,9.0,36.6,18.2,1.0
451,36047015300,15300.0,47263.75,146458.0,38.3,2.3,2746.0,5.5,28.5,16.3,5.0
453,36047015500,15500.0,63830.24,129464.0,35.9,2.41,3688.0,4.9,28.4,16.1,5.0
454,36047015700,15700.0,64939.97,106583.0,35.6,2.08,4198.0,5.0,28.5,16.1,5.0
455,36047015900,15900.0,52911.26,127759.0,38.0,2.08,5125.0,5.2,28.7,16.5,5.0
456,36047016000,16000.0,39946.88,59872.0,40.2,2.4,3989.0,7.9,32.7,19.4,5.0
457,36047016100,16100.0,45992.92,111333.0,33.8,2.32,3239.0,5.2,25.9,17.8,5.0
458,36047016200,16200.0,24770.35,71042.0,43.3,2.11,2275.0,7.4,33.5,18.2,1.0
459,36047016300,16300.0,46413.59,86997.0,36.7,2.27,3299.0,6.6,27.6,19.9,5.0
460,36047016400,16400.0,2059.431,97679.0,21.3,3.35,634.0,4.9,23.0,20.6,1.0
461,36047016500,16500.0,77973.57,148831.0,36.0,2.25,5619.0,5.4,30.4,15.9,5.0
462,36047016600,16600.0,17872.69,95625.0,48.9,2.77,1842.0,7.8,36.8,17.8,3.0
463,36047016700,16700.0,84055.97,130109.0,36.6,2.58,5482.0,4.9,28.1,16.6,5.0
464,36047016800,16800.0,28501.49,82188.0,43.8,2.59,1852.0,8.4,37.1,17.3,3.0
465,36047016900,16900.0,57892.71,91351.0,34.5,2.21,4682.0,7.3,31.4,18.1,1.0
466,36047017000,17000.0,48752.69,71250.0,38.0,3.27,3935.0,9.7,37.4,18.0,3.0
467,36047017100,17100.0,49516.72,116339.0,37.6,2.56,3986.0,5.3,29.9,16.3,1.0
468,36047017200,17200.0,48672.75,65727.0,33.2,3.3,3877.0,9.2,36.8,16.9,3.0
469,36047017400,17400.0,31179.98,91250.0,41.5,2.84,1993.0,9.0,37.0,17.4,1.0
471,36047017600,17600.0,47231.29,53162.0,38.1,2.83,2437.0,9.5,36.9,18.5,1.0
473,36047017800,17800.0,50830.21,55972.0,34.9,3.28,3219.0,10.8,37.8,17.5,1.0
474,36047017900,17900.0,69699.52,55230.0,39.8,2.54,4274.0,13.9,35.9,26.5,5.0
475,36047018000,18000.0,51162.69,69875.0,37.0,3.17,3479.0,10.7,37.6,20.1,3.0
476,36047018100,18100.0,54164.21,81178.0,37.4,1.9,3531.0,5.8,25.5,18.7,5.0
477,36047018200,18200.0,55441.49,56853.0,35.9,3.16,3542.0,11.1,38.5,17.1,1.0
478,36047018300,18300.0,55341.7,94055.0,34.6,2.23,2934.0,4.9,23.8,18.4,5.0
479,36047018400,18400.0,47204.05,75938.0,40.0,3.17,2718.0,9.6,38.0,16.2,3.0
480,36047018501,18501.0,111625.0,22893.0,32.9,2.59,4788.0,18.4,39.4,34.3,1.0
481,36047018600,18600.0,52437.53,66125.0,37.4,3.37,2289.0,9.0,36.2,16.0,1.0
482,36047018700,18700.0,44423.78,79659.0,34.0,2.34,1471.0,6.4,26.1,20.9,5.0
483,36047018800,18800.0,41847.67,61321.0,35.4,2.9,2831.0,9.8,37.5,18.3,1.0
484,36047019000,19000.0,59819.57,42770.0,34.0,3.17,4918.0,10.9,37.3,19.5,1.0
485,36047019100,19100.0,27307.61,82755.0,29.5,2.55,2676.0,7.0,26.2,22.2,1.0
486,36047019200,19200.0,47899.56,39464.0,30.0,3.85,3510.0,10.6,36.6,20.0,1.0
487,36047019300,19300.0,56566.69,53750.0,29.4,2.04,5891.0,9.3,29.1,20.3,5.0
488,36047019400,19400.0,55713.34,39552.0,34.6,3.22,3838.0,12.3,39.4,18.5,1.0
489,36047019500,19500.0,73453.66,78984.0,36.3,2.18,3886.0,7.8,28.7,21.3,5.0
490,36047019600,19600.0,66624.73,40634.0,37.4,3.16,4844.0,11.2,38.8,19.4,1.0
491,36047019700,19700.0,55390.7,88567.0,40.5,2.15,3632.0,7.5,28.2,21.0,5.0
492,36047019800,19800.0,36086.61,60417.0,44.2,2.82,1877.0,9.5,37.3,19.9,1.0
493,36047019900,19900.0,47353.92,79097.0,35.3,2.31,3454.0,7.8,27.5,21.8,5.0
494,36047020000,20000.0,44191.39,55972.0,42.4,2.97,2301.0,9.5,36.7,19.9,1.0
495,36047020100,20100.0,56531.71,95441.0,32.7,2.27,3828.0,5.9,24.8,19.7,6.0
496,36047020200,20200.0,38784.13,92292.0,42.4,3.07,2019.0,8.5,36.7,17.6,1.0
497,36047020300,20300.0,32658.03,102281.0,34.0,2.59,1776.0,7.1,26.8,20.4,5.0
498,36047020400,20400.0,38734.25,69922.0,40.7,3.06,2016.0,10.0,39.1,20.5,3.0
499,36047020500,20500.0,43833.79,80496.0,35.0,2.04,2703.0,5.8,25.0,19.9,5.0
500,36047020600,20600.0,38756.94,83594.0,40.8,3.05,2558.0,8.0,35.3,18.0,1.0
501,36047020700,20700.0,80955.91,99327.0,37.9,2.04,4310.0,6.7,28.1,19.4,5.0
502,36047020800,20800.0,57685.41,52500.0,39.4,3.2,3192.0,9.9,37.2,16.9,1.0
503,36047021000,21000.0,77933.58,45586.0,38.5,3.2,4514.0,11.2,38.6,18.1,1.0
504,36047021100,21100.0,23517.42,45909.0,35.3,2.32,1577.0,11.2,32.2,26.4,1.0
505,36047021200,21200.0,69733.01,38068.0,36.8,3.55,5138.0,12.8,39.9,18.1,1.0
506,36047021300,21300.0,60011.5,40967.0,34.3,2.18,4267.0,12.3,32.2,28.8,1.0
507,36047021400,21400.0,36729.98,56429.0,26.9,4.32,2382.0,11.0,37.8,19.3,1.0
508,36047021500,21500.0,87841.74,64798.0,37.0,2.11,5166.0,7.7,28.3,21.8,4.0
509,36047021600,21600.0,70579.48,37679.0,22.7,4.53,4583.0,10.6,37.8,23.1,0.0
510,36047021700,21700.0,84530.94,58289.0,33.0,2.37,3906.0,9.5,29.6,24.0,1.0
511,36047021800,21800.0,71896.7,30694.0,21.6,4.49,4381.0,10.2,37.7,23.4,0.0
512,36047021900,21900.0,64094.93,60203.0,33.5,2.47,3639.0,9.9,29.3,25.3,4.0
513,36047022000,22000.0,60497.36,31121.0,24.4,3.54,4538.0,10.4,37.5,23.8,0.0
514,36047022100,22100.0,68358.8,43011.0,34.0,2.23,4014.0,10.4,29.8,27.3,4.0
515,36047022200,22200.0,61447.97,29931.0,22.5,3.77,4180.0,11.2,38.5,25.3,0.0
516,36047022400,22400.0,86965.32,39839.0,22.7,4.37,5895.0,10.8,36.2,25.0,0.0
517,36047022600,22600.0,37926.13,44097.0,28.7,4.05,2287.0,11.0,34.9,24.4,0.0
518,36047022700,22700.0,42739.64,72762.0,32.9,2.6,3972.0,10.4,29.9,26.9,4.0
519,36047022800,22800.0,51266.52,31875.0,23.7,4.1,3313.0,11.4,36.7,21.9,0.0
520,36047022900,22900.0,56055.71,60625.0,32.7,2.14,3719.0,9.0,27.8,25.2,6.0
521,36047023000,23000.0,71050.48,36667.0,24.5,4.31,4141.0,10.4,36.0,25.9,0.0
522,36047023100,23100.0,57432.89,70903.0,33.1,2.36,3535.0,8.1,27.3,22.4,5.0
523,36047023200,23200.0,64141.3,33628.0,22.4,4.1,5606.0,11.1,38.5,24.5,0.0
524,36047023300,23300.0,74440.62,33536.0,34.1,2.42,4939.0,11.0,30.6,27.6,1.0
525,36047023400,23400.0,75617.08,26045.0,21.9,3.73,4957.0,10.3,38.0,23.3,0.0
526,36047023500,23500.0,74311.18,40032.0,25.2,3.14,4062.0,6.7,25.3,24.1,5.0
527,36047023600,23600.0,84888.39,24886.0,22.5,3.51,5567.0,9.8,37.3,21.1,0.0
528,36047023800,23800.0,61638.07,27871.0,27.6,3.13,4043.0,9.9,38.2,21.5,0.0
529,36047024000,24000.0,65760.13,29844.0,23.5,3.41,4310.0,11.2,39.5,23.5,0.0
530,36047024100,24100.0,38975.93,58438.0,32.2,2.38,2712.0,9.2,29.4,22.7,1.0
531,36047024200,24200.0,40408.32,52750.0,27.6,3.69,2987.0,8.8,35.3,21.9,3.0
532,36047024300,24300.0,69939.36,53702.0,34.1,2.36,4168.0,10.6,30.5,26.0,3.0
533,36047024400,24400.0,63082.57,48188.0,23.7,3.84,3782.0,9.6,36.0,21.6,3.0
534,36047024500,24500.0,65553.4,57738.0,34.5,2.59,4223.0,11.2,30.6,28.0,3.0
535,36047024600,24600.0,46187.72,46523.0,37.1,3.2,3083.0,10.7,38.1,19.6,1.0
536,36047024700,24700.0,33070.3,45394.0,31.9,2.36,2295.0,11.7,31.4,27.5,4.0
537,36047024800,24800.0,44846.49,52083.0,31.0,3.41,3048.0,11.3,38.8,18.4,6.0
538,36047024900,24900.0,64682.07,56786.0,34.4,2.31,4208.0,10.7,30.1,27.5,3.0
539,36047025000,25000.0,20137.14,47000.0,46.8,2.83,1349.0,12.3,40.1,16.0,6.0
540,36047025100,25100.0,64951.21,34894.0,32.9,2.44,3473.0,14.5,34.4,31.6,3.0
541,36047025200,25200.0,76210.16,42367.0,36.1,2.89,5334.0,10.8,38.2,18.1,1.0
542,36047025300,25300.0,44986.63,47935.0,31.3,2.35,2811.0,10.4,30.2,26.0,3.0
543,36047025400,25400.0,64154.93,46016.0,36.5,3.56,4347.0,10.6,38.1,15.7,3.0
544,36047025500,25500.0,104862.4,21653.0,27.1,3.06,5613.0,16.9,38.4,33.0,0.0
545,36047025600,25600.0,47321.96,47386.0,38.9,3.37,3166.0,11.9,40.7,16.0,6.0
546,36047025700,25700.0,34921.57,55536.0,27.8,3.26,2442.0,10.3,30.7,26.6,3.0
547,36047025800,25800.0,64543.53,37008.0,38.1,2.86,4242.0,11.5,39.0,20.0,3.0
548,36047025901,25901.0,63945.14,46528.0,30.5,2.81,1981.0,8.5,27.2,25.9,3.0
549,36047025902,25902.0,162368.6,16406.0,25.6,3.25,3736.0,19.9,40.8,37.3,3.0
550,36047026000,26000.0,54514.68,51719.0,44.7,3.05,3428.0,10.7,38.3,16.8,6.0
551,36047026100,26100.0,59626.69,45228.0,31.2,2.23,4591.0,10.4,29.6,28.0,3.0
552,36047026200,26200.0,39442.36,57879.0,40.3,3.13,2404.0,10.3,37.8,16.7,6.0
553,36047026300,26300.0,40386.0,39150.0,31.9,2.26,1865.0,12.6,32.3,29.5,3.0
554,36047026400,26400.0,64840.61,44262.0,38.4,2.95,4743.0,10.0,36.7,19.0,1.0
555,36047026500,26500.0,58320.49,52295.0,34.0,2.42,3594.0,12.8,32.2,30.5,3.0
556,36047026600,26600.0,56312.57,49068.0,39.3,3.26,3607.0,9.8,37.5,17.1,1.0
557,36047026700,26700.0,63255.56,43068.0,39.0,2.06,3897.0,12.9,33.0,27.8,3.0
558,36047026800,26800.0,53067.77,55553.0,36.9,2.83,3667.0,11.1,38.5,20.3,3.0
559,36047026900,26900.0,57602.13,48990.0,37.5,2.5,2979.0,12.1,31.8,28.5,3.0
560,36047027000,27000.0,46773.36,51786.0,36.8,2.79,2420.0,10.9,39.4,18.9,1.0
