PlaceFIPS,TractFIPS,Place_TractID,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev
3651000,36081003000,3651000-36081003000,12.3,36.9,28.3
3651000,36081003100,3651000-36081003100,8.8,31.8,24.5
3651000,36081003200,3651000-36081003200,9.8,33.1,26.0
3651000,36081003300,3651000-36081003300,8.1,30.3,21.2
3651000,36081003400,3651000-36081003400,9.9,33.1,26.2
3651000,36081003600,3651000-36081003600,8.8,31.4,23.9
3651000,36081003800,3651000-36081003800,10.8,34.5,27.7
3651000,36081003900,3651000-36081003900,10.9,32.7,32.1
3651000,36081004001,3651000-36081004001,9.6,33.4,25.9
3651000,36081004002,3651000-36081004002,10.4,34.4,23.8
3651000,36081004200,3651000-36081004200,11.4,35.3,26.0
3651000,36081004300,3651000-36081004300,17.1,39.5,35.9
3651000,36081004401,3651000-36081004401,11.8,36.4,23.0
3651000,36081004500,3651000-36081004500,9.7,37.6,20.3
3651000,36081004700,3651000-36081004700,13.9,37.6,30.1
3651000,36081005100,3651000-36081005100,9.3,32.8,22.4
3651000,36081005200,3651000-36081005200,10.3,33.6,24.4
3651000,36081005300,3651000-36081005300,6.5,29.3,20.3
3651000,36081005400,3651000-36081005400,10.6,34.9,26.3
3651000,36081005500,3651000-36081005500,8.4,31.2,23.6
3651000,36081005700,3651000-36081005700,7.9,30.4,23.3
3651000,36081005800,3651000-36081005800,9.5,34.7,25.1
3651000,36081005900,3651000-36081005900,6.9,29.9,21.7
3651000,36081006100,3651000-36081006100,6.0,28.0,20.3
3651000,36081006201,3651000-36081006201,11.9,41.2,25.0
3651000,36081006202,3651000-36081006202,9.8,36.2,25.5
3651000,36081006300,3651000-36081006300,6.6,29.1,22.1
3651000,36081006501,3651000-36081006501,6.1,28.3,21.1
3651000,36081006502,3651000-36081006502,6.6,29.1,22.6
3651000,36081006900,3651000-36081006900,8.8,32.7,22.6
3651000,36081007100,3651000-36081007100,6.4,28.8,21.2
3651000,36081007300,3651000-36081007300,7.7,31.2,23.1
3651000,36081007500,3651000-36081007500,8.3,32.6,21.4
3651000,36081007700,3651000-36081007700,6.3,27.7,21.6
3651000,36081007900,3651000-36081007900,9.3,32.8,24.1
3651000,36081008100,3651000-36081008100,7.1,27.9,25.7
3651000,36081008300,3651000-36081008300,8.6,30.7,25.8
3651000,36081008500,3651000-36081008500,8.7,30.6,27.6
3651000,36081008600,3651000-36081008600,10.1,35.5,26.5
3651000,36081008700,3651000-36081008700,15.8,37.1,36.7
3651000,36081008800,3651000-36081008800,9.2,34.8,25.8
3651000,36081009100,3651000-36081009100,7.8,31.4,23.8
3651000,36081009400,3651000-36081009400,11.0,34.4,25.8
3651000,36081009500,3651000-36081009500,7.1,31.3,22.6
3651000,36081009600,3651000-36081009600,10.8,34.7,25.0
3651000,36081009700,3651000-36081009700,5.7,29.0,19.8
3651000,36081009800,3651000-36081009800,11.7,35.6,25.2
3651000,36081010000,3651000-36081010000,11.3,35.3,26.3
3651000,36081010100,3651000-36081010100,6.9,31.2,21.5
3651000,36081010200,3651000-36081010200,11.4,35.6,24.7
3651000,36081010300,3651000-36081010300,7.2,31.3,21.6
3651000,36081010400,3651000-36081010400,12.3,36.7,26.3
3651000,36081010500,3651000-36081010500,10.6,35.4,26.4
3651000,36081010600,3651000-36081010600,11.8,36.1,24.1
3651000,36081010800,3651000-36081010800,11.1,34.7,24.4
3651000,36081011000,3651000-36081011000,11.2,34.6,25.7
3651000,36081011100,3651000-36081011100,7.4,31.6,21.4
3651000,36081011200,3651000-36081011200,11.6,36.5,24.8
3651000,36081011300,3651000-36081011300,7.0,30.4,21.4
3651000,36081011400,3651000-36081011400,12.0,35.4,29.8
3651000,36081011500,3651000-36081011500,6.6,29.5,22.2
3651000,36081011600,3651000-36081011600,9.6,32.7,25.2
3651000,36081011700,3651000-36081011700,7.0,30.7,22.2
3651000,36081011800,3651000-36081011800,11.5,34.9,25.9
3651000,36081011900,3651000-36081011900,6.7,30.2,23.1
3651000,36081012000,3651000-36081012000,11.7,35.8,22.6
3651000,36081012100,3651000-36081012100,7.1,31.7,22.3
3651000,36081012200,3651000-36081012200,11.6,35.7,25.0
3651000,36081012301,3651000-36081012301,6.7,31.4,21.4
3651000,36081012400,3651000-36081012400,10.6,33.8,25.5
3651000,36081012500,3651000-36081012500,7.2,30.6,22.2
3651000,36081012601,3651000-36081012601,11.2,34.6,27.0
3651000,36081012602,3651000-36081012602,11.0,34.6,27.7
3651000,36081012800,3651000-36081012800,9.0,33.4,24.6
3651000,36081013000,3651000-36081013000,8.6,33.0,22.9
3651000,36081013200,3651000-36081013200,9.2,33.7,24.7
3651000,36081013400,3651000-36081013400,8.8,34.1,23.8
3651000,36081013500,3651000-36081013500,9.1,37.0,23.2
3651000,36081013600,3651000-36081013600,8.2,32.7,23.0
3651000,36081013700,3651000-36081013700,6.5,29.9,22.3
3651000,36081013800,3651000-36081013800,9.1,33.9,22.8
3651000,36081014000,3651000-36081014000,7.6,31.2,22.0
3651000,36081014100,3651000-36081014100,6.7,29.5,23.3
3651000,36081014201,3651000-36081014201,11.5,34.3,27.0
3651000,36081014202,3651000-36081014202,14.0,38.1,27.6
3651000,36081014300,3651000-36081014300,7.3,30.6,23.4
3651000,36081014400,3651000-36081014400,11.4,35.0,24.7
3651000,36081014500,3651000-36081014500,7.1,31.4,22.9
3651000,36081014700,3651000-36081014700,6.3,29.6,21.4
3651000,36081014800,3651000-36081014800,12.4,36.0,25.5
3651000,36081014900,3651000-36081014900,6.5,28.9,22.3
3651000,36081015000,3651000-36081015000,11.5,35.2,24.0
3651000,36081015100,3651000-36081015100,7.4,30.9,22.6
3651000,36081015200,3651000-36081015200,11.2,33.7,26.4
3651000,36081015300,3651000-36081015300,7.5,30.9,22.4
3651000,36081015400,3651000-36081015400,11.5,35.0,24.9
3651000,36081015500,3651000-36081015500,6.8,29.3,21.6
3651000,36081015600,3651000-36081015600,11.2,34.8,23.8
3651000,36081015700,3651000-36081015700,9.0,31.5,24.7
3651000,36081015801,3651000-36081015801,12.5,34.9,28.5
3651000,36081015802,3651000-36081015802,11.8,35.8,24.7
3651000,36081015900,3651000-36081015900,8.0,31.8,24.5
3651000,36081016100,3651000-36081016100,8.5,31.4,23.3
3651000,36081016300,3651000-36081016300,15.1,39.2,30.6
3651000,36081016400,3651000-36081016400,11.8,34.6,27.3
3651000,36081016600,3651000-36081016600,12.7,36.6,26.9
3651000,36081016800,3651000-36081016800,10.7,34.0,25.3
3651000,36081016900,3651000-36081016900,8.5,33.3,21.7
3651000,36081017000,3651000-36081017000,12.1,33.6,29.1
3651000,36081017200,3651000-36081017200,12.0,33.9,28.6
3651000,36081017400,3651000-36081017400,12.3,33.5,30.1
3651000,36081017600,3651000-36081017600,12.8,34.1,30.6
3651000,36081017800,3651000-36081017800,12.4,33.7,29.8
3651000,36081017900,3651000-36081017900,10.4,34.7,23.8
3651000,36081018000,3651000-36081018000,14.2,35.5,33.3
3651000,36081018101,3651000-36081018101,9.1,32.8,23.5
3651000,36081018102,3651000-36081018102,8.0,32.4,21.2
3651000,36081018200,3651000-36081018200,11.9,32.2,31.5
3651000,36081018300,3651000-36081018300,9.1,33.4,22.5
3651000,36081018401,3651000-36081018401,12.4,32.1,32.5
3651000,36081018402,3651000-36081018402,14.0,33.9,35.0
3651000,36081018501,3651000-36081018501,9.0,33.3,23.6
3651000,36081018502,3651000-36081018502,8.3,32.1,22.5
3651000,36081018600,3651000-36081018600,14.0,33.9,34.2
3651000,36081018700,3651000-36081018700,9.6,33.9,23.4
3651000,36081018800,3651000-36081018800,12.8,32.7,32.3
3651000,36081018900,3651000-36081018900,10.4,35.1,22.8
3651000,36081019000,3651000-36081019000,12.7,32.7,33.3
3651000,36081019200,3651000-36081019200,13.3,33.7,31.7
3651000,36081019400,3651000-36081019400,12.3,32.9,30.7
3651000,36081019600,3651000-36081019600,13.6,33.7,34.1
3651000,36081019800,3651000-36081019800,13.5,33.5,34.6
3651000,36081019900,3651000-36081019900,9.9,31.4,32.2
3651000,36081020200,3651000-36081020200,13.1,33.8,31.6
3651000,36081020400,3651000-36081020400,13.3,34.9,31.5
3651000,36081020500,3651000-36081020500,10.5,33.9,28.7
3651000,36081020600,3651000-36081020600,11.9,34.2,30.4
3651000,36081020800,3651000-36081020800,10.8,32.9,28.9
3651000,36081021200,3651000-36081021200,11.8,34.5,29.0
3651000,36081021400,3651000-36081021400,11.6,35.4,25.0
3651000,36081021600,3651000-36081021600,10.2,35.1,25.0
3651000,36081022001,3651000-36081022001,8.5,32.0,23.1
3651000,36081022002,3651000-36081022002,9.5,34.4,22.7
3651000,36081023000,3651000-36081023000,10.4,36.0,21.6
3651000,36081023200,3651000-36081023200,10.5,34.8,21.9
3651000,36081023500,3651000-36081023500,11.2,34.4,26.5
3651000,36081023600,3651000-36081023600,11.2,35.2,22.9
3651000,36081023800,3651000-36081023800,12.7,34.9,29.1
3651000,36081024000,3651000-36081024000,13.3,35.8,31.3
3651000,36081024300,3651000-36081024300,10.0,35.3,22.3
3651000,36081024500,3651000-36081024500,10.5,37.3,22.3
3651000,36081024700,3651000-36081024700,9.8,33.8,21.0
3651000,36081024900,3651000-36081024900,9.4,33.9,19.7
3651000,36081025100,3651000-36081025100,10.0,35.4,21.4
3651000,36081025301,3651000-36081025301,8.6,32.1,22.8
3651000,36081025302,3651000-36081025302,9.9,33.3,24.7
3651000,36081025400,3651000-36081025400,15.3,35.3,35.7
3651000,36081025500,3651000-36081025500,8.8,32.9,19.7
3651000,36081025700,3651000-36081025700,8.8,33.2,19.7
3651000,36081025800,3651000-36081025800,11.9,31.5,33.4
3651000,36081025900,3651000-36081025900,10.1,34.1,21.6
3651000,36081026000,3651000-36081026000,13.3,32.3,36.5
3651000,36081026100,3651000-36081026100,11.5,35.4,23.0
3651000,36081026200,3651000-36081026200,13.2,33.0,33.8
3651000,36081026300,3651000-36081026300,10.8,34.9,21.2
3651000,36081026400,3651000-36081026400,15.0,35.0,34.7
3651000,36081026500,3651000-36081026500,10.5,34.5,19.1
3651000,36081026600,3651000-36081026600,20.1,40.7,35.9
3651000,36081026700,3651000-36081026700,11.8,36.0,22.7
3651000,36081026901,3651000-36081026901,11.6,34.7,25.7
3651000,36081026902,3651000-36081026902,12.0,36.4,22.1
3651000,36081027000,3651000-36081027000,14.9,34.4,37.3
3651000,36081027100,3651000-36081027100,11.8,35.8,23.3
3651000,36081027200,3651000-36081027200,12.9,32.6,34.1
3651000,36081027300,3651000-36081027300,12.9,35.3,31.9
3651000,36081027400,3651000-36081027400,12.9,33.1,32.5
3651000,36081027500,3651000-36081027500,12.9,36.7,29.0
3651000,36081027600,3651000-36081027600,12.7,32.6,33.1
3651000,36081027700,3651000-36081027700,11.5,35.0,27.7
3651000,36081027800,3651000-36081027800,16.7,36.5,37.7
3651000,36081027900,3651000-36081027900,12.8,37.2,28.7
3651000,36081028000,3651000-36081028000,11.9,31.4,32.5
3651000,36081028100,3651000-36081028100,10.2,35.2,24.4
3651000,36081028200,3651000-36081028200,12.6,32.3,32.5
3651000,36081028300,3651000-36081028300,10.4,34.6,25.5
3651000,36081028400,3651000-36081028400,13.8,33.1,35.5
3651000,36081028500,3651000-36081028500,10.9,37.3,24.5
3651000,36081028700,3651000-36081028700,10.1,35.3,23.0
3651000,36081028800,3651000-36081028800,13.3,32.8,34.1
3651000,36081028900,3651000-36081028900,10.1,35.4,21.4
3651000,36081029100,3651000-36081029100,12.5,38.0,21.3
3651000,36081029300,3651000-36081029300,11.0,35.8,19.9
3651000,36081029400,3651000-36081029400,12.2,31.9,32.2
3651000,36081029500,3651000-36081029500,9.0,34.5,21.8
3651000,36081029700,3651000-36081029700,9.7,34.7,22.6
3651000,36081030600,3651000-36081030600,12.3,32.0,32.9
3651000,36081030902,3651000-36081030902,12.0,37.5,23.8
3651000,36081030903,3651000-36081030903,11.3,35.9,23.3
3651000,36081030904,3651000-36081030904,11.3,36.8,24.8
3651000,36081031700,3651000-36081031700,8.3,34.3,24.0
3651000,36081032000,3651000-36081032000,12.0,31.2,33.7
3651000,36081032700,3651000-36081032700,9.7,32.8,25.2
3651000,36081032800,3651000-36081032800,12.1,31.5,33.2
3651000,36081032900,3651000-36081032900,11.0,34.6,26.2
3651000,36081033000,3651000-36081033000,13.1,32.5,34.1
3651000,36081033401,3651000-36081033401,12.7,32.2,33.8
3651000,36081033402,3651000-36081033402,15.5,36.0,34.1
3651000,36081033700,3651000-36081033700,11.0,34.1,27.1
3651000,36081033900,3651000-36081033900,11.6,35.7,26.5
3651000,36081034700,3651000-36081034700,11.5,34.3,27.7
3651000,36081035100,3651000-36081035100,11.8,36.0,26.5
3651000,36081035200,3651000-36081035200,13.3,33.0,33.5
3651000,36081035300,3651000-36081035300,12.9,34.5,32.5
3651000,36081035700,3651000-36081035700,14.7,38.4,30.6
3651000,36081035800,3651000-36081035800,12.5,32.0,32.7
3651000,36081036100,3651000-36081036100,13.5,34.7,32.6
3651000,36081036300,3651000-36081036300,11.2,31.6,32.3
3651000,36081036500,3651000-36081036500,10.9,31.4,32.7
3651000,36081036600,3651000-36081036600,14.7,34.6,34.0
3651000,36081036700,3651000-36081036700,12.4,33.4,30.8
3651000,36081036800,3651000-36081036800,12.2,31.6,32.2
3651000,36081037100,3651000-36081037100,14.4,35.7,32.0
3651000,36081037300,3651000-36081037300,11.2,32.0,30.4
3651000,36081037500,3651000-36081037500,11.7,33.7,30.6
3651000,36081037600,3651000-36081037600,12.7,32.4,32.8
3651000,36081037700,3651000-36081037700,10.4,30.7,32.3
3651000,36081037900,3651000-36081037900,10.7,31.4,32.6
3651000,36081038100,3651000-36081038100,12.2,33.2,33.4
3651000,36081038302,3651000-36081038302,8.9,29.1,32.0
3651000,36081038400,3651000-36081038400,13.5,33.1,34.1
3651000,36081039400,3651000-36081039400,13.0,32.6,33.3
3651000,36081039800,3651000-36081039800,12.5,32.0,32.9
3651000,36081039900,3651000-36081039900,10.1,31.5,29.7
3651000,36081040000,3651000-36081040000,12.6,32.2,32.3
3651000,36081040100,3651000-36081040100,11.2,32.8,31.5
3651000,36081040200,3651000-36081040200,13.3,33.2,33.0
3651000,36081040300,3651000-36081040300,9.6,30.6,30.1
3651000,36081040400,3651000-36081040400,15.0,34.7,35.5
3651000,36081040500,3651000-36081040500,12.1,33.8,34.4
3651000,36081040700,3651000-36081040700,10.7,32.1,31.3
3651000,36081040900,3651000-36081040900,10.8,32.3,31.9
3651000,36081041100,3651000-36081041100,11.2,33.2,30.3
3651000,36081041300,3651000-36081041300,11.4,34.1,29.7
3651000,36081041400,3651000-36081041400,13.5,32.9,35.2
3651000,36081041500,3651000-36081041500,11.2,33.8,30.1
3651000,36081042400,3651000-36081042400,13.8,34.2,32.6
3651000,36081042600,3651000-36081042600,38.9,57.7,40.4
3651000,36081042700,3651000-36081042700,12.4,35.3,31.1
3651000,36081043200,3651000-36081043200,12.0,32.1,31.2
3651000,36081043400,3651000-36081043400,13.3,34.1,31.7
3651000,36081043701,3651000-36081043701,15.2,40.5,28.9
3651000,36081043702,3651000-36081043702,12.2,35.4,27.7
3651000,36081043900,3651000-36081043900,11.7,33.9,32.4
3651000,36081044000,3651000-36081044000,12.5,32.4,32.9
3651000,36081044301,3651000-36081044301,18.0,41.4,34.4
3651000,36081044302,3651000-36081044302,12.0,35.7,23.3
3651000,36081044400,3651000-36081044400,14.4,36.8,30.3
3651000,36081044601,3651000-36081044601,14.5,36.7,31.6
3651000,36081044602,3651000-36081044602,14.0,35.8,31.0
3651000,36081044800,3651000-36081044800,11.7,36.1,22.0
3651000,36081045000,3651000-36081045000,9.7,35.0,20.1
3651000,36081045200,3651000-36081045200,15.8,43.3,20.3
3651000,36081045400,3651000-36081045400,10.5,34.2,19.4
3651000,36081045500,3651000-36081045500,12.9,34.9,32.7
3651000,36081045600,3651000-36081045600,10.5,36.0,17.1
3651000,36081045700,3651000-36081045700,9.5,33.9,17.2
3651000,36081045800,3651000-36081045800,10.7,35.6,18.7
3651000,36081045900,3651000-36081045900,11.9,36.5,21.2
3651000,36081046000,3651000-36081046000,14.5,37.2,28.5
3651000,36081046100,3651000-36081046100,11.3,35.0,23.1
3651000,36081046200,3651000-36081046200,13.0,36.0,26.9
3651000,36081046300,3651000-36081046300,10.9,33.6,26.2
3651000,36081046400,3651000-36081046400,7.9,30.2,20.4
3651000,36081046500,3651000-36081046500,10.2,32.2,28.3
3651000,36081046600,3651000-36081046600,12.6,36.5,25.3
3651000,36081046700,3651000-36081046700,14.2,37.7,28.6
3651000,36081046800,3651000-36081046800,11.4,35.0,23.9
3651000,36081046900,3651000-36081046900,12.8,36.8,25.6
3651000,36081047000,3651000-36081047000,13.7,37.8,27.0
3651000,36081047100,3651000-36081047100,11.2,35.7,19.4
3651000,36081047200,3651000-36081047200,12.2,37.4,22.6
3651000,36081047300,3651000-36081047300,11.8,37.4,18.5
3651000,36081047500,3651000-36081047500,10.7,35.6,18.5
3651000,36081047600,3651000-36081047600,9.2,35.9,19.9
3651000,36081047800,3651000-36081047800,11.1,35.5,24.0
3651000,36081047900,3651000-36081047900,11.3,37.0,18.3
3651000,36081048000,3651000-36081048000,12.5,36.6,24.1
3651000,36081048100,3651000-36081048100,12.9,37.5,23.5
3651000,36081048200,3651000-36081048200,12.8,36.1,25.8
3651000,36081048300,3651000-36081048300,10.6,34.8,20.0
3651000,36081048400,3651000-36081048400,11.1,34.2,24.9
3651000,36081048500,3651000-36081048500,11.1,36.5,16.7
3651000,36081048900,3651000-36081048900,10.3,35.2,21.1
3651000,36081049200,3651000-36081049200,11.9,33.9,28.2
3651000,36081049301,3651000-36081049301,10.2,36.6,22.2
3651000,36081049302,3651000-36081049302,9.3,35.2,23.9
3651000,36081049500,3651000-36081049500,9.0,35.0,25.2
3651000,36081049600,3651000-36081049600,12.0,34.8,27.1
3651000,36081049700,3651000-36081049700,10.1,36.1,22.2
3651000,36081049900,3651000-36081049900,10.4,36.3,18.5
3651000,36081050000,3651000-36081050000,14.9,35.3,35.3
3651000,36081050201,3651000-36081050201,11.1,30.9,30.3
3651000,36081050202,3651000-36081050202,11.7,31.5,31.2
3651000,36081050400,3651000-36081050400,12.8,32.5,33.1
3651000,36081050500,3651000-36081050500,9.2,34.8,20.6
3651000,36081050600,3651000-36081050600,13.2,33.2,32.1
3651000,36081050700,3651000-36081050700,9.0,35.8,22.0
3651000,36081050800,3651000-36081050800,12.9,32.7,32.7
3651000,36081051000,3651000-36081051000,11.8,32.2,29.6
3651000,36081051100,3651000-36081051100,7.8,33.9,22.7
3651000,36081051200,3651000-36081051200,14.9,35.0,34.8
3651000,36081051300,3651000-36081051300,8.3,33.7,21.9
3651000,36081051500,3651000-36081051500,9.0,35.8,23.7
3651000,36081051600,3651000-36081051600,13.8,33.7,33.7
3651000,36081051700,3651000-36081051700,8.9,35.1,26.1
3651000,36081051800,3651000-36081051800,13.1,32.7,33.7
3651000,36081052000,3651000-36081052000,12.7,32.2,33.0
3651000,36081052100,3651000-36081052100,9.1,35.0,26.3
3651000,36081052200,3651000-36081052200,12.6,32.4,31.9
3651000,36081052400,3651000-36081052400,12.6,32.3,32.3
3651000,36081052500,3651000-36081052500,9.1,35.0,25.8
3651000,36081052600,3651000-36081052600,14.6,33.9,35.9
3651000,36081052800,3651000-36081052800,14.5,34.2,35.3
3651000,36081053000,3651000-36081053000,13.1,33.0,32.7
3651000,36081053100,3651000-36081053100,8.6,34.1,26.2
3651000,36081053200,3651000-36081053200,12.6,32.8,31.3
3651000,36081053401,3651000-36081053401,12.6,32.4,32.0
3651000,36081053500,3651000-36081053500,9.8,33.5,29.4
3651000,36081053601,3651000-36081053601,13.4,33.5,32.6
3651000,36081053800,3651000-36081053800,13.1,33.1,33.0
3651000,36081053900,3651000-36081053900,10.1,33.9,25.2
3651000,36081054000,3651000-36081054000,14.7,34.8,35.5
3651000,36081054200,3651000-36081054200,11.8,35.2,26.4
3651000,36081054500,3651000-36081054500,9.2,31.6,28.7
3651000,36081054700,3651000-36081054700,10.4,33.1,28.6
3651000,36081054800,3651000-36081054800,10.6,34.1,22.3
3651000,36081054900,3651000-36081054900,10.5,33.2,30.4
3651000,36081055100,3651000-36081055100,9.4,33.6,27.1
3651000,36081055200,3651000-36081055200,13.0,36.8,26.1
3651000,36081055300,3651000-36081055300,12.4,35.1,29.9
3651000,36081055400,3651000-36081055400,12.2,37.3,24.0
3651000,36081055500,3651000-36081055500,11.5,34.5,30.7
3651000,36081055600,3651000-36081055600,10.9,36.1,21.9
3651000,36081055700,3651000-36081055700,11.7,35.6,30.1
3651000,36081055800,3651000-36081055800,10.2,34.1,23.7
3651000,36081055900,3651000-36081055900,10.0,31.9,29.3
3651000,36081056000,3651000-36081056000,11.3,36.3,24.0
3651000,36081056100,3651000-36081056100,8.8,33.4,21.5
3651000,36081056200,3651000-36081056200,10.6,35.2,24.8
3651000,36081056400,3651000-36081056400,10.9,35.1,24.7
3651000,36081056500,3651000-36081056500,10.5,32.7,31.0
3651000,36081056600,3651000-36081056600,11.4,35.2,25.8
3651000,36081056700,3651000-36081056700,8.9,33.5,25.8
3651000,36081056800,3651000-36081056800,11.5,32.6,29.3
3651000,36081057700,3651000-36081057700,8.2,33.1,25.3
3651000,36081057900,3651000-36081057900,8.1,33.4,25.2
3651000,36081058000,3651000-36081058000,12.6,32.9,31.8
3651000,36081058100,3651000-36081058100,8.7,34.3,25.7
3651000,36081058200,3651000-36081058200,14.2,34.7,33.9
3651000,36081058300,3651000-36081058300,8.0,32.4,24.8
3651000,36081058500,3651000-36081058500,9.3,34.4,26.7
3651000,36081058700,3651000-36081058700,9.0,34.8,25.6
3651000,36081058900,3651000-36081058900,9.4,33.5,29.6
3651000,36081059000,3651000-36081059000,14.3,34.7,33.2
3651000,36081059100,3651000-36081059100,8.6,31.8,27.5
3651000,36081059200,3651000-36081059200,14.6,35.4,33.6
3651000,36081059300,3651000-36081059300,8.4,34.3,24.8
3651000,36081059400,3651000-36081059400,13.9,34.5,32.6
3651000,36081059500,3651000-36081059500,8.8,33.1,26.5
3651000,36081059600,3651000-36081059600,13.4,34.2,31.7
3651000,36081059800,3651000-36081059800,12.7,32.8,32.2
3651000,36081059900,3651000-36081059900,8.1,34.7,23.3
3651000,36081060000,3651000-36081060000,14.1,35.0,31.7
3651000,36081060100,3651000-36081060100,7.8,32.8,24.9
3651000,36081060300,3651000-36081060300,7.8,33.6,23.9
3651000,36081060600,3651000-36081060600,12.7,33.2,31.5
3651000,36081060800,3651000-36081060800,13.5,33.8,32.3
3651000,36081061000,3651000-36081061000,13.2,33.7,31.2
3651000,36081061200,3651000-36081061200,13.6,34.5,31.3
3651000,36081061301,3651000-36081061301,8.8,34.3,25.9
3651000,36081061400,3651000-36081061400,13.7,34.2,32.1
3651000,36081061601,3651000-36081061601,13.5,34.1,31.8
3651000,36081061602,3651000-36081061602,12.2,32.7,31.2
3651000,36081061800,3651000-36081061800,13.3,33.9,32.6
3651000,36081061900,3651000-36081061900,8.8,35.4,25.3
3651000,36081062000,3651000-36081062000,12.7,33.6,30.4
3651000,36081062100,3651000-36081062100,9.0,35.4,26.4
3651000,36081062200,3651000-36081062200,13.5,34.1,31.6
3651000,36081062300,3651000-36081062300,9.4,36.5,26.1
3651000,36081062500,3651000-36081062500,7.8,33.8,24.0
3651000,36081062600,3651000-36081062600,13.3,33.5,32.6
3651000,36081062700,3651000-36081062700,8.1,33.6,24.8
3651000,36081062900,3651000-36081062900,8.6,34.3,25.8
3651000,36081063000,3651000-36081063000,13.5,33.8,32.5
3651000,36081063200,3651000-36081063200,13.9,34.6,33.1
3651000,36081063301,3651000-36081063301,8.3,34.8,24.9
3651000,36081063302,3651000-36081063302,8.4,35.6,24.2
3651000,36081063500,3651000-36081063500,8.4,35.7,23.6
3651000,36081063700,3651000-36081063700,8.2,35.3,23.2
3651000,36081063800,3651000-36081063800,11.9,32.7,31.3
3651000,36081063900,3651000-36081063900,8.6,35.1,23.8
3651000,36081064101,3651000-36081064101,10.3,38.5,23.6
3651000,36081064102,3651000-36081064102,13.5,44.3,24.5
3651000,36081064500,3651000-36081064500,9.0,35.3,20.9
3651000,36081064600,3651000-36081064600,14.2,34.8,33.0
3651000,36081065000,3651000-36081065000,12.6,32.9,31.1
3651000,36081065400,3651000-36081065400,10.4,30.4,30.8
3651000,36081065600,3651000-36081065600,11.4,31.5,31.9
3651000,36081065702,3651000-36081065702,9.9,37.5,26.0
3651000,36081065703,3651000-36081065703,8.4,36.2,23.5
3651000,36081065900,3651000-36081065900,8.1,36.1,22.5
3651000,36081066000,3651000-36081066000,10.9,31.2,31.5
3651000,36081066100,3651000-36081066100,8.8,37.4,22.9
3651000,36081066300,3651000-36081066300,8.6,36.4,21.8
3651000,36081066400,3651000-36081066400,10.7,30.6,31.4
3651000,36081066501,3651000-36081066501,8.5,36.7,22.8
3651000,36081066701,3651000-36081066701,8.6,36.2,23.3
3651000,36081066900,3651000-36081066900,7.8,35.6,21.2
3651000,36081067100,3651000-36081067100,9.2,38.2,21.6
3651000,36081067700,3651000-36081067700,8.1,35.9,22.1
3651000,36081067900,3651000-36081067900,12.1,39.8,24.7
3651000,36081068000,3651000-36081068000,12.4,32.3,32.5
3651000,36081068200,3651000-36081068200,14.7,34.7,34.6
3651000,36081068300,3651000-36081068300,11.8,36.9,20.5
3651000,36081068700,3651000-36081068700,9.6,35.5,19.5
3651000,36081069000,3651000-36081069000,12.3,31.9,32.9
3651000,36081069300,3651000-36081069300,9.8,35.4,22.2
3651000,36081069400,3651000-36081069400,12.2,31.7,33.0
3651000,36081069500,3651000-36081069500,9.4,36.1,19.6
3651000,36081069701,3651000-36081069701,8.8,34.4,21.0
3651000,36081069702,3651000-36081069702,9.0,36.2,17.9
3651000,36081070300,3651000-36081070300,10.1,37.3,22.2
3651000,36081070700,3651000-36081070700,9.1,36.9,18.6
3651000,36081070900,3651000-36081070900,8.2,34.8,17.6
3651000,36081071100,3651000-36081071100,9.2,36.2,20.0
3651000,36081071303,3651000-36081071303,7.2,32.9,19.6
3651000,36081071304,3651000-36081071304,10.4,38.6,22.6
3651000,36081071305,3651000-36081071305,7.4,32.8,19.0
3651000,36081071306,3651000-36081071306,8.6,34.0,21.5
3651000,36081071701,3651000-36081071701,9.5,36.9,20.5
3651000,36081071702,3651000-36081071702,10.2,36.6,20.1
3651000,36081071900,3651000-36081071900,9.6,36.0,21.7
3651000,36081072100,3651000-36081072100,10.1,37.2,22.3
3651000,36081072300,3651000-36081072300,8.4,37.1,17.1
3651000,36081072900,3651000-36081072900,8.8,35.8,18.7
3651000,36081073100,3651000-36081073100,8.3,35.3,18.5
3651000,36081073700,3651000-36081073700,6.7,32.2,18.7
3651000,36081073900,3651000-36081073900,7.8,34.8,18.9
3651000,36081074100,3651000-36081074100,7.9,34.5,19.3
3651000,36081074300,3651000-36081074300,9.1,35.6,20.3
3651000,36081074500,3651000-36081074500,11.2,38.5,23.4
3651000,36081074700,3651000-36081074700,10.7,36.7,20.3
3651000,36081074900,3651000-36081074900,7.8,36.5,18.0
3651000,36081075701,3651000-36081075701,7.3,32.9,18.3
3651000,36081075702,3651000-36081075702,8.6,36.4,18.0
3651000,36081076901,3651000-36081076901,6.5,31.3,19.3
3651000,36081076902,3651000-36081076902,6.9,31.1,18.9
3651000,36081077300,3651000-36081077300,7.1,32.2,19.8
3651000,36081077500,3651000-36081077500,8.6,35.0,21.9
3651000,36081077902,3651000-36081077902,7.2,32.8,20.2
3651000,36081077903,3651000-36081077903,8.2,32.8,21.9
3651000,36081077904,3651000-36081077904,9.6,34.9,22.6
3651000,36081077905,3651000-36081077905,9.3,34.7,20.5
3651000,36081077906,3651000-36081077906,8.8,34.2,20.5
