,id,name,alias,cat,categories,geometry,longitude,latitude,address,city,state,zipcode,price,rating,reviews,closed,tr_pickup,tr_delivery,tr_restaurant_reservation,region
3433,DHmLOhN_scQnB6_QlKMdwA,Greens Irish Pub,greens-irish-pub-manhasset,Irish,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",POINT (-73.69976 40.79864),-73.69976,40.79864,"[436 Plandome Rd, Manhasset, NY 11030]",Manhasset,NY,11030.0,2,4.5,32,0,0,0,0,european
3434,7zJqIEmL482zBLNlcEGcYA,Kilkenny Alehouse,kilkenny-alehouse-newark,Irish,"[{u'alias': u'pubs', u'title': u'Pubs'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-74.1703948975 40.7420272827),-74.1703948975,40.7420272827,"[27 Central Ave, Newark, NJ 07102]",Newark,NJ,7102.0,2,3.5,70,0,0,0,0,european
3435,46Se1gaJ89TvidLfY0gMFQ,Trinity Restaurant & Bar,trinity-restaurant-and-bar-floral-park-2,Irish,"[{u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'irish', u'title': u'Irish'}]",POINT (-73.7039099 40.72836),-73.7039099,40.728359999999995,"[190 Jericho Tpke, Floral Park, NY 11001]",Floral Park,NY,11001.0,2,4.0,60,0,0,0,0,european
3436,Fefjiqp88VZ8kybp0S7t_w,McDonagh's Pub,mcdonaghs-pub-keyport,Irish,"[{u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'tradamerican', u'title': u'American (Traditional)'}]",POINT (-74.20214399999999 40.437465),-74.20214399999999,40.437465,"[2 W Front St, Keyport, NJ 07735]",Keyport,NJ,7735.0,2,4.0,155,0,0,0,1,european
3437,NxYMmWWuB3yzfxzW5zWtQA,Egan & Sons,egan-and-sons-montclair,Irish,"[{u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'gastropubs', u'title': u'Gastropubs'}, {u'alias': u'irish', u'title': u'Irish'}]",POINT (-74.211623 40.817662),-74.211623,40.817662,"[118 Walnut St, Montclair, NJ 07042]",Montclair,NJ,7042.0,2,3.5,343,0,0,0,0,european
3438,mJeOqC0_arMr5LWq1eANqg,Darby Road,darby-road-scotch-plains,Irish,"[{u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'newamerican', u'title': u'American (New)'}, {u'alias': u'pubs', u'title': u'Pubs'}]",POINT (-74.39701547189999 40.6497131627),-74.39701547189999,40.6497131627,"[450 Park Ave, Scotch Plains, NJ 07076]",Scotch Plains,NJ,7076.0,2,4.0,171,0,0,0,0,european
3439,yGYRkJ-bJDP-uC0M8_9H0g,West Cork Union Hall,west-cork-union-hall-randall-manor,Irish,"[{u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-74.10931009999999 40.6379003),-74.10931009999999,40.6379003,"[502 Henderson Ave, Randall Manor, NY 10310]",Randall Manor,NY,10310.0,1,4.0,5,0,0,0,0,european
3440,2qrNXOzFd9VsxDbkIQqnfw,Poitin Still,poitin-still-hackensack,Irish,"[{u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'sportsbars', u'title': u'Sports Bars'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-74.04188000000001 40.90364),-74.04188,40.90364,"[774 Main St, Hackensack, NJ 07601]",Hackensack,NJ,7601.0,2,3.5,69,0,0,0,0,european
3441,_77EMg3GTAIhS7c7KkQlaw,Monaghan's Restaurant,monaghans-restaurant-rockville-centre,Irish,"[{u'alias': u'irish', u'title': u'Irish'}]",POINT (-73.64806999999999 40.65796),-73.64806999999999,40.657959999999996,"[48 N Village Ave, Rockville Centre, NY 11570]",Rockville Centre,NY,11570.0,2,3.5,54,0,0,0,1,european
3442,KXTypjrtQZc1f3nDVoaXNQ,P.J. Finnegan's,p-j-finnegans-westwood,Irish,"[{u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'irish', u'title': u'Irish'}]",POINT (-74.03097790390001 40.9926759686),-74.03097790390001,40.992675968600004,"[274 Fairview Ave, Westwood, NJ 07675]",Westwood,NJ,7675.0,2,4.0,89,0,0,0,0,european
